x_coord,y_coord,image_source,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,year
6,0,Landuse_2000.tif,0.0,0.0,0.03,0.26,0.48,0.08,0.15,2000
7,0,Landuse_2000.tif,0.0,0.01,0.03,0.17,0.54,0.06,0.19,2000
10,0,Landuse_2000.tif,0.0,0.01,0.01,0.15,0.14,0.01,0.69,2000
3,1,Landuse_2000.tif,0.0,0.02,0.05,0.05,0.63,0.0,0.26,2000
4,1,Landuse_2000.tif,0.02,0.03,0.01,0.11,0.54,0.01,0.28,2000
5,1,Landuse_2000.tif,0.0,0.02,0.03,0.04,0.69,0.0,0.22,2000
6,1,Landuse_2000.tif,0.0,0.02,0.24,0.01,0.51,0.0,0.21,2000
7,1,Landuse_2000.tif,0.0,0.0,0.04,0.0,0.51,0.0,0.44,2000
8,1,Landuse_2000.tif,0.0,0.0,0.04,0.06,0.56,0.05,0.29,2000
9,1,Landuse_2000.tif,0.0,0.03,0.1,0.0,0.46,0.0,0.41,2000
10,1,Landuse_2000.tif,0.0,0.01,0.04,0.03,0.21,0.0,0.7,2000
3,2,Landuse_2000.tif,0.0,0.0,0.0,0.02,0.63,0.01,0.33,2000
4,2,Landuse_2000.tif,0.0,0.03,0.01,0.06,0.65,0.01,0.25,2000
5,2,Landuse_2000.tif,0.0,0.03,0.02,0.15,0.54,0.02,0.25,2000
6,2,Landuse_2000.tif,0.0,0.0,0.01,0.01,0.82,0.0,0.16,2000
7,2,Landuse_2000.tif,0.0,0.01,0.06,0.08,0.63,0.0,0.22,2000
8,2,Landuse_2000.tif,0.0,0.0,0.05,0.11,0.48,0.0,0.36,2000
9,2,Landuse_2000.tif,0.0,0.11,0.14,0.0,0.33,0.0,0.42,2000
10,2,Landuse_2000.tif,0.0,0.0,0.02,0.19,0.28,0.06,0.45,2000
11,2,Landuse_2000.tif,0.0,0.0,0.0,0.02,0.0,0.79,0.18,2000
0,3,Landuse_2000.tif,0.21,0.04,0.01,0.01,0.02,0.0,0.71,2000
1,3,Landuse_2000.tif,0.01,0.16,0.15,0.0,0.09,0.0,0.59,2000
2,3,Landuse_2000.tif,0.01,0.1,0.06,0.04,0.26,0.01,0.53,2000
3,3,Landuse_2000.tif,0.0,0.01,0.02,0.01,0.64,0.0,0.32,2000
4,3,Landuse_2000.tif,0.0,0.0,0.01,0.01,0.8,0.0,0.19,2000
5,3,Landuse_2000.tif,0.01,0.03,0.01,0.18,0.36,0.02,0.38,2000
6,3,Landuse_2000.tif,0.01,0.02,0.01,0.15,0.38,0.0,0.43,2000
7,3,Landuse_2000.tif,0.0,0.01,0.0,0.12,0.46,0.0,0.41,2000
8,3,Landuse_2000.tif,0.0,0.01,0.0,0.44,0.1,0.0,0.45,2000
9,3,Landuse_2000.tif,0.0,0.0,0.0,0.34,0.05,0.0,0.6,2000
10,3,Landuse_2000.tif,0.02,0.02,0.0,0.24,0.02,0.0,0.7,2000
11,3,Landuse_2000.tif,0.06,0.01,0.02,0.33,0.0,0.25,0.33,2000
12,3,Landuse_2000.tif,0.1,0.01,0.02,0.26,0.0,0.33,0.27,2000
1,4,Landuse_2000.tif,0.03,0.05,0.09,0.0,0.03,0.01,0.78,2000
2,4,Landuse_2000.tif,0.01,0.02,0.15,0.02,0.21,0.07,0.52,2000
3,4,Landuse_2000.tif,0.0,0.0,0.01,0.02,0.84,0.0,0.13,2000
4,4,Landuse_2000.tif,0.0,0.0,0.0,0.0,0.75,0.0,0.24,2000
5,4,Landuse_2000.tif,0.0,0.0,0.0,0.17,0.54,0.03,0.25,2000
6,4,Landuse_2000.tif,0.01,0.02,0.01,0.16,0.33,0.02,0.45,2000
7,4,Landuse_2000.tif,0.01,0.01,0.0,0.09,0.45,0.0,0.43,2000
8,4,Landuse_2000.tif,0.03,0.02,0.0,0.26,0.09,0.03,0.57,2000
9,4,Landuse_2000.tif,0.05,0.04,0.0,0.09,0.01,0.01,0.8,2000
10,4,Landuse_2000.tif,0.01,0.02,0.0,0.03,0.0,0.01,0.93,2000
11,4,Landuse_2000.tif,0.04,0.03,0.01,0.13,0.0,0.08,0.72,2000
12,4,Landuse_2000.tif,0.25,0.03,0.12,0.02,0.0,0.14,0.44,2000
3,5,Landuse_2000.tif,0.0,0.0,0.01,0.09,0.56,0.06,0.28,2000
4,5,Landuse_2000.tif,0.0,0.0,0.0,0.01,0.8,0.0,0.2,2000
5,5,Landuse_2000.tif,0.0,0.0,0.0,0.22,0.43,0.08,0.27,2000
6,5,Landuse_2000.tif,0.01,0.0,0.0,0.28,0.18,0.03,0.5,2000
7,5,Landuse_2000.tif,0.04,0.02,0.0,0.19,0.07,0.01,0.66,2000
8,5,Landuse_2000.tif,0.0,0.0,0.0,0.31,0.02,0.16,0.5,2000
9,5,Landuse_2000.tif,0.01,0.01,0.0,0.41,0.0,0.04,0.54,2000
10,5,Landuse_2000.tif,0.09,0.02,0.01,0.02,0.0,0.04,0.81,2000
11,5,Landuse_2000.tif,0.08,0.04,0.1,0.25,0.0,0.06,0.46,2000
3,6,Landuse_2000.tif,0.0,0.02,0.0,0.08,0.03,0.5,0.36,2000
4,6,Landuse_2000.tif,0.0,0.0,0.0,0.15,0.59,0.02,0.24,2000
5,6,Landuse_2000.tif,0.0,0.0,0.0,0.09,0.6,0.01,0.3,2000
6,6,Landuse_2000.tif,0.0,0.0,0.0,0.29,0.39,0.03,0.28,2000
7,6,Landuse_2000.tif,0.0,0.0,0.0,0.21,0.09,0.0,0.69,2000
8,6,Landuse_2000.tif,0.08,0.04,0.0,0.2,0.0,0.01,0.67,2000
9,6,Landuse_2000.tif,0.0,0.0,0.0,0.36,0.0,0.19,0.45,2000
10,6,Landuse_2000.tif,0.02,0.01,0.06,0.08,0.0,0.42,0.41,2000
11,6,Landuse_2000.tif,0.36,0.07,0.09,0.0,0.0,0.08,0.4,2000
2,7,Landuse_2000.tif,0.05,0.05,0.04,0.0,0.0,0.04,0.82,2000
3,7,Landuse_2000.tif,0.02,0.04,0.01,0.09,0.0,0.29,0.54,2000
4,7,Landuse_2000.tif,0.0,0.02,0.0,0.2,0.03,0.2,0.55,2000
5,7,Landuse_2000.tif,0.0,0.0,0.0,0.32,0.06,0.03,0.58,2000
6,7,Landuse_2000.tif,0.0,0.0,0.0,0.32,0.24,0.01,0.43,2000
7,7,Landuse_2000.tif,0.0,0.0,0.0,0.26,0.19,0.09,0.46,2000
8,7,Landuse_2000.tif,0.01,0.0,0.0,0.17,0.02,0.37,0.44,2000
9,7,Landuse_2000.tif,0.09,0.03,0.01,0.05,0.0,0.25,0.56,2000
10,7,Landuse_2000.tif,0.13,0.02,0.0,0.01,0.0,0.37,0.46,2000
11,7,Landuse_2000.tif,0.38,0.02,0.06,0.0,0.0,0.06,0.48,2000
2,8,Landuse_2000.tif,0.02,0.09,0.04,0.0,0.0,0.0,0.84,2000
3,8,Landuse_2000.tif,0.0,0.02,0.02,0.0,0.0,0.02,0.92,2000
4,8,Landuse_2000.tif,0.05,0.01,0.01,0.02,0.0,0.36,0.56,2000
5,8,Landuse_2000.tif,0.07,0.04,0.02,0.16,0.0,0.21,0.49,2000
6,8,Landuse_2000.tif,0.0,0.0,0.01,0.36,0.0,0.3,0.32,2000
7,8,Landuse_2000.tif,0.05,0.05,0.01,0.05,0.0,0.43,0.41,2000
8,8,Landuse_2000.tif,0.08,0.05,0.04,0.0,0.0,0.5,0.34,2000
9,8,Landuse_2000.tif,0.07,0.02,0.03,0.05,0.0,0.53,0.3,2000
2,9,Landuse_2000.tif,0.0,0.05,0.0,0.0,0.0,0.02,0.92,2000
3,9,Landuse_2000.tif,0.2,0.11,0.02,0.0,0.0,0.02,0.65,2000
4,9,Landuse_2000.tif,0.39,0.08,0.01,0.02,0.01,0.16,0.32,2000
5,9,Landuse_2000.tif,0.09,0.02,0.01,0.05,0.0,0.54,0.29,2000
6,9,Landuse_2000.tif,0.03,0.02,0.07,0.09,0.0,0.55,0.24,2000
7,9,Landuse_2000.tif,0.13,0.04,0.2,0.0,0.0,0.28,0.35,2000
8,9,Landuse_2000.tif,0.4,0.05,0.1,0.0,0.0,0.01,0.44,2000
2,10,Landuse_2000.tif,0.03,0.01,0.02,0.15,0.01,0.08,0.7,2000
3,10,Landuse_2000.tif,0.06,0.07,0.09,0.05,0.05,0.19,0.49,2000
4,10,Landuse_2000.tif,0.37,0.04,0.1,0.0,0.0,0.22,0.27,2000
5,10,Landuse_2000.tif,0.51,0.04,0.09,0.0,0.0,0.14,0.22,2000
2,11,Landuse_2000.tif,0.08,0.03,0.05,0.02,0.0,0.04,0.78,2000
3,11,Landuse_2000.tif,0.15,0.08,0.05,0.0,0.0,0.04,0.68,2000
4,11,Landuse_2000.tif,0.61,0.01,0.01,0.0,0.0,0.05,0.32,2000
2,12,Landuse_2000.tif,0.6,0.05,0.0,0.01,0.0,0.0,0.34,2000
3,12,Landuse_2000.tif,0.56,0.04,0.0,0.0,0.0,0.0,0.39,2000
4,12,Landuse_2000.tif,0.06,0.03,0.0,0.03,0.0,0.01,0.87,2000
2,13,Landuse_2000.tif,0.4,0.02,0.0,0.0,0.0,0.0,0.57,2000
6,0,Landuse_2001.tif,0.0,0.0,0.07,0.02,0.76,0.0,0.15,2001
7,0,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.68,0.0,0.19,2001
10,0,Landuse_2001.tif,0.0,0.0,0.02,0.11,0.22,0.01,0.64,2001
3,1,Landuse_2001.tif,0.01,0.0,0.08,0.05,0.61,0.0,0.26,2001
4,1,Landuse_2001.tif,0.02,0.0,0.03,0.0,0.66,0.0,0.28,2001
5,1,Landuse_2001.tif,0.02,0.0,0.11,0.0,0.67,0.0,0.19,2001
6,1,Landuse_2001.tif,0.02,0.01,0.35,0.0,0.43,0.0,0.2,2001
7,1,Landuse_2001.tif,0.01,0.01,0.15,0.0,0.4,0.0,0.43,2001
8,1,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.57,0.0,0.29,2001
9,1,Landuse_2001.tif,0.04,0.03,0.15,0.0,0.42,0.0,0.36,2001
10,1,Landuse_2001.tif,0.02,0.01,0.08,0.03,0.18,0.0,0.67,2001
3,2,Landuse_2001.tif,0.0,0.0,0.01,0.03,0.62,0.0,0.33,2001
4,2,Landuse_2001.tif,0.0,0.0,0.03,0.03,0.69,0.0,0.25,2001
5,2,Landuse_2001.tif,0.01,0.0,0.03,0.16,0.54,0.0,0.25,2001
6,2,Landuse_2001.tif,0.0,0.01,0.02,0.0,0.81,0.0,0.15,2001
7,2,Landuse_2001.tif,0.01,0.0,0.18,0.04,0.55,0.0,0.22,2001
8,2,Landuse_2001.tif,0.0,0.01,0.08,0.0,0.56,0.0,0.34,2001
9,2,Landuse_2001.tif,0.02,0.02,0.25,0.0,0.29,0.0,0.42,2001
10,2,Landuse_2001.tif,0.0,0.0,0.04,0.24,0.28,0.01,0.42,2001
11,2,Landuse_2001.tif,0.0,0.0,0.03,0.12,0.0,0.68,0.17,2001
0,3,Landuse_2001.tif,0.42,0.02,0.04,0.01,0.01,0.0,0.51,2001
1,3,Landuse_2001.tif,0.01,0.0,0.29,0.0,0.16,0.0,0.55,2001
2,3,Landuse_2001.tif,0.01,0.0,0.16,0.03,0.29,0.01,0.5,2001
3,3,Landuse_2001.tif,0.02,0.02,0.02,0.02,0.64,0.01,0.28,2001
4,3,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.81,0.0,0.19,2001
5,3,Landuse_2001.tif,0.03,0.0,0.03,0.11,0.45,0.01,0.37,2001
6,3,Landuse_2001.tif,0.01,0.0,0.02,0.02,0.5,0.0,0.44,2001
7,3,Landuse_2001.tif,0.01,0.0,0.03,0.0,0.55,0.0,0.4,2001
8,3,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.53,0.0,0.44,2001
9,3,Landuse_2001.tif,0.0,0.0,0.01,0.03,0.35,0.0,0.6,2001
10,3,Landuse_2001.tif,0.03,0.0,0.01,0.27,0.02,0.01,0.67,2001
11,3,Landuse_2001.tif,0.06,0.02,0.05,0.53,0.0,0.06,0.28,2001
12,3,Landuse_2001.tif,0.11,0.01,0.05,0.59,0.0,0.06,0.19,2001
1,4,Landuse_2001.tif,0.05,0.0,0.1,0.0,0.09,0.0,0.75,2001
2,4,Landuse_2001.tif,0.03,0.01,0.16,0.01,0.27,0.01,0.51,2001
3,4,Landuse_2001.tif,0.0,0.0,0.01,0.0,0.85,0.0,0.13,2001
4,4,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.76,0.0,0.24,2001
5,4,Landuse_2001.tif,0.01,0.0,0.01,0.0,0.73,0.0,0.25,2001
6,4,Landuse_2001.tif,0.01,0.0,0.03,0.02,0.48,0.0,0.45,2001
7,4,Landuse_2001.tif,0.01,0.01,0.01,0.02,0.53,0.0,0.42,2001
8,4,Landuse_2001.tif,0.03,0.0,0.02,0.07,0.31,0.01,0.56,2001
9,4,Landuse_2001.tif,0.03,0.01,0.03,0.1,0.02,0.01,0.79,2001
10,4,Landuse_2001.tif,0.01,0.01,0.02,0.05,0.0,0.01,0.9,2001
11,4,Landuse_2001.tif,0.04,0.01,0.05,0.23,0.0,0.03,0.63,2001
12,4,Landuse_2001.tif,0.29,0.04,0.18,0.15,0.0,0.02,0.32,2001
3,5,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.7,0.0,0.27,2001
4,5,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2001
5,5,Landuse_2001.tif,0.0,0.0,0.02,0.01,0.7,0.0,0.27,2001
6,5,Landuse_2001.tif,0.01,0.0,0.02,0.04,0.44,0.0,0.5,2001
7,5,Landuse_2001.tif,0.03,0.0,0.02,0.08,0.21,0.01,0.65,2001
8,5,Landuse_2001.tif,0.0,0.0,0.01,0.21,0.27,0.01,0.5,2001
9,5,Landuse_2001.tif,0.01,0.0,0.01,0.33,0.12,0.01,0.53,2001
10,5,Landuse_2001.tif,0.08,0.01,0.02,0.04,0.0,0.04,0.81,2001
11,5,Landuse_2001.tif,0.16,0.04,0.04,0.26,0.0,0.09,0.41,2001
3,6,Landuse_2001.tif,0.0,0.01,0.02,0.12,0.06,0.48,0.31,2001
4,6,Landuse_2001.tif,0.0,0.0,0.0,0.11,0.65,0.01,0.24,2001
5,6,Landuse_2001.tif,0.0,0.0,0.01,0.05,0.65,0.01,0.28,2001
6,6,Landuse_2001.tif,0.0,0.0,0.02,0.09,0.6,0.0,0.29,2001
7,6,Landuse_2001.tif,0.0,0.0,0.0,0.26,0.08,0.0,0.66,2001
8,6,Landuse_2001.tif,0.07,0.0,0.03,0.21,0.02,0.02,0.65,2001
9,6,Landuse_2001.tif,0.0,0.0,0.0,0.45,0.11,0.01,0.43,2001
10,6,Landuse_2001.tif,0.02,0.01,0.1,0.23,0.02,0.21,0.41,2001
11,6,Landuse_2001.tif,0.56,0.06,0.04,0.0,0.0,0.08,0.26,2001
2,7,Landuse_2001.tif,0.07,0.09,0.03,0.01,0.0,0.06,0.75,2001
3,7,Landuse_2001.tif,0.04,0.04,0.06,0.09,0.03,0.23,0.51,2001
4,7,Landuse_2001.tif,0.0,0.02,0.01,0.31,0.05,0.21,0.4,2001
5,7,Landuse_2001.tif,0.0,0.0,0.02,0.32,0.18,0.03,0.45,2001
6,7,Landuse_2001.tif,0.0,0.0,0.06,0.13,0.42,0.01,0.38,2001
7,7,Landuse_2001.tif,0.0,0.0,0.0,0.32,0.24,0.02,0.41,2001
8,7,Landuse_2001.tif,0.0,0.0,0.02,0.22,0.04,0.31,0.4,2001
9,7,Landuse_2001.tif,0.08,0.0,0.04,0.2,0.01,0.27,0.41,2001
10,7,Landuse_2001.tif,0.17,0.05,0.02,0.06,0.0,0.36,0.35,2001
11,7,Landuse_2001.tif,0.55,0.04,0.12,0.01,0.0,0.02,0.27,2001
2,8,Landuse_2001.tif,0.02,0.06,0.03,0.0,0.0,0.02,0.87,2001
3,8,Landuse_2001.tif,0.05,0.04,0.01,0.05,0.01,0.02,0.83,2001
4,8,Landuse_2001.tif,0.12,0.06,0.01,0.1,0.0,0.31,0.4,2001
5,8,Landuse_2001.tif,0.15,0.09,0.06,0.06,0.08,0.2,0.36,2001
6,8,Landuse_2001.tif,0.0,0.0,0.08,0.18,0.32,0.14,0.29,2001
7,8,Landuse_2001.tif,0.04,0.14,0.03,0.1,0.02,0.38,0.29,2001
8,8,Landuse_2001.tif,0.21,0.13,0.02,0.0,0.0,0.45,0.19,2001
9,8,Landuse_2001.tif,0.11,0.02,0.02,0.17,0.0,0.43,0.25,2001
2,9,Landuse_2001.tif,0.02,0.03,0.01,0.02,0.0,0.06,0.86,2001
3,9,Landuse_2001.tif,0.49,0.18,0.01,0.0,0.0,0.0,0.32,2001
4,9,Landuse_2001.tif,0.65,0.08,0.06,0.02,0.03,0.06,0.11,2001
5,9,Landuse_2001.tif,0.3,0.06,0.06,0.0,0.0,0.38,0.19,2001
6,9,Landuse_2001.tif,0.17,0.02,0.04,0.03,0.0,0.53,0.22,2001
7,9,Landuse_2001.tif,0.24,0.09,0.08,0.0,0.0,0.32,0.26,2001
8,9,Landuse_2001.tif,0.58,0.1,0.06,0.0,0.0,0.01,0.26,2001
2,10,Landuse_2001.tif,0.07,0.03,0.01,0.11,0.17,0.03,0.57,2001
3,10,Landuse_2001.tif,0.43,0.1,0.07,0.01,0.12,0.01,0.26,2001
4,10,Landuse_2001.tif,0.82,0.05,0.03,0.0,0.0,0.03,0.07,2001
5,10,Landuse_2001.tif,0.86,0.04,0.04,0.0,0.0,0.04,0.02,2001
2,11,Landuse_2001.tif,0.72,0.16,0.0,0.0,0.0,0.0,0.12,2001
3,11,Landuse_2001.tif,0.96,0.03,0.0,0.0,0.0,0.0,0.01,2001
4,11,Landuse_2001.tif,0.88,0.03,0.0,0.02,0.0,0.0,0.07,2001
2,12,Landuse_2001.tif,0.77,0.06,0.0,0.01,0.0,0.0,0.15,2001
3,12,Landuse_2001.tif,0.56,0.09,0.0,0.03,0.0,0.02,0.29,2001
4,12,Landuse_2001.tif,0.1,0.05,0.01,0.09,0.0,0.02,0.73,2001
2,13,Landuse_2001.tif,0.63,0.11,0.01,0.01,0.0,0.01,0.23,2001
6,0,Landuse_2002.tif,0.0,0.0,0.03,0.21,0.62,0.0,0.14,2002
7,0,Landuse_2002.tif,0.0,0.0,0.05,0.11,0.62,0.0,0.2,2002
10,0,Landuse_2002.tif,0.0,0.0,0.02,0.07,0.15,0.01,0.75,2002
3,1,Landuse_2002.tif,0.0,0.0,0.03,0.06,0.63,0.0,0.27,2002
4,1,Landuse_2002.tif,0.02,0.0,0.02,0.18,0.5,0.0,0.29,2002
5,1,Landuse_2002.tif,0.0,0.01,0.02,0.02,0.73,0.0,0.21,2002
6,1,Landuse_2002.tif,0.0,0.01,0.11,0.0,0.66,0.0,0.21,2002
7,1,Landuse_2002.tif,0.0,0.0,0.07,0.0,0.48,0.0,0.44,2002
8,1,Landuse_2002.tif,0.0,0.0,0.04,0.06,0.61,0.0,0.29,2002
9,1,Landuse_2002.tif,0.02,0.03,0.07,0.0,0.34,0.0,0.55,2002
10,1,Landuse_2002.tif,0.0,0.01,0.06,0.02,0.11,0.0,0.8,2002
3,2,Landuse_2002.tif,0.0,0.0,0.01,0.03,0.63,0.01,0.31,2002
4,2,Landuse_2002.tif,0.0,0.0,0.01,0.17,0.58,0.0,0.24,2002
5,2,Landuse_2002.tif,0.01,0.0,0.02,0.2,0.52,0.0,0.25,2002
6,2,Landuse_2002.tif,0.0,0.0,0.01,0.01,0.81,0.0,0.17,2002
7,2,Landuse_2002.tif,0.01,0.0,0.08,0.18,0.51,0.0,0.22,2002
8,2,Landuse_2002.tif,0.0,0.0,0.03,0.02,0.59,0.0,0.35,2002
9,2,Landuse_2002.tif,0.01,0.02,0.14,0.0,0.22,0.0,0.6,2002
10,2,Landuse_2002.tif,0.0,0.01,0.03,0.21,0.21,0.03,0.52,2002
11,2,Landuse_2002.tif,0.01,0.0,0.04,0.19,0.0,0.52,0.22,2002
0,3,Landuse_2002.tif,0.3,0.01,0.04,0.01,0.0,0.01,0.64,2002
1,3,Landuse_2002.tif,0.1,0.01,0.17,0.0,0.11,0.0,0.61,2002
2,3,Landuse_2002.tif,0.04,0.0,0.19,0.04,0.2,0.03,0.49,2002
3,3,Landuse_2002.tif,0.01,0.01,0.04,0.02,0.62,0.01,0.29,2002
4,3,Landuse_2002.tif,0.0,0.0,0.0,0.01,0.79,0.0,0.2,2002
5,3,Landuse_2002.tif,0.02,0.0,0.02,0.28,0.27,0.0,0.4,2002
6,3,Landuse_2002.tif,0.02,0.0,0.01,0.1,0.42,0.0,0.44,2002
7,3,Landuse_2002.tif,0.01,0.0,0.01,0.04,0.49,0.0,0.44,2002
8,3,Landuse_2002.tif,0.01,0.0,0.0,0.11,0.42,0.0,0.46,2002
9,3,Landuse_2002.tif,0.01,0.0,0.0,0.05,0.3,0.0,0.65,2002
10,3,Landuse_2002.tif,0.03,0.0,0.0,0.21,0.01,0.0,0.74,2002
11,3,Landuse_2002.tif,0.09,0.02,0.02,0.44,0.0,0.03,0.39,2002
12,3,Landuse_2002.tif,0.11,0.01,0.02,0.52,0.0,0.06,0.28,2002
1,4,Landuse_2002.tif,0.15,0.01,0.04,0.0,0.05,0.01,0.75,2002
2,4,Landuse_2002.tif,0.08,0.01,0.11,0.06,0.21,0.03,0.5,2002
3,4,Landuse_2002.tif,0.0,0.0,0.01,0.0,0.84,0.0,0.14,2002
4,4,Landuse_2002.tif,0.0,0.0,0.0,0.04,0.71,0.0,0.25,2002
5,4,Landuse_2002.tif,0.0,0.0,0.0,0.08,0.66,0.0,0.25,2002
6,4,Landuse_2002.tif,0.02,0.0,0.01,0.06,0.43,0.01,0.47,2002
7,4,Landuse_2002.tif,0.01,0.0,0.0,0.03,0.5,0.0,0.46,2002
8,4,Landuse_2002.tif,0.03,0.0,0.01,0.21,0.14,0.0,0.61,2002
9,4,Landuse_2002.tif,0.06,0.0,0.01,0.06,0.01,0.01,0.84,2002
10,4,Landuse_2002.tif,0.02,0.0,0.01,0.03,0.0,0.0,0.93,2002
11,4,Landuse_2002.tif,0.04,0.01,0.03,0.14,0.0,0.02,0.76,2002
12,4,Landuse_2002.tif,0.35,0.06,0.06,0.1,0.0,0.01,0.43,2002
3,5,Landuse_2002.tif,0.0,0.0,0.01,0.11,0.6,0.01,0.27,2002
4,5,Landuse_2002.tif,0.0,0.0,0.0,0.03,0.77,0.0,0.2,2002
5,5,Landuse_2002.tif,0.0,0.0,0.0,0.11,0.58,0.0,0.32,2002
6,5,Landuse_2002.tif,0.01,0.0,0.0,0.15,0.32,0.0,0.53,2002
7,5,Landuse_2002.tif,0.04,0.01,0.01,0.17,0.09,0.0,0.69,2002
8,5,Landuse_2002.tif,0.0,0.0,0.0,0.44,0.02,0.0,0.53,2002
9,5,Landuse_2002.tif,0.01,0.0,0.01,0.4,0.04,0.0,0.54,2002
10,5,Landuse_2002.tif,0.09,0.01,0.01,0.03,0.0,0.03,0.83,2002
11,5,Landuse_2002.tif,0.14,0.03,0.06,0.27,0.0,0.03,0.46,2002
3,6,Landuse_2002.tif,0.01,0.01,0.1,0.17,0.04,0.36,0.31,2002
4,6,Landuse_2002.tif,0.0,0.0,0.0,0.16,0.55,0.0,0.28,2002
5,6,Landuse_2002.tif,0.0,0.0,0.0,0.06,0.6,0.0,0.34,2002
6,6,Landuse_2002.tif,0.0,0.0,0.0,0.21,0.46,0.0,0.33,2002
7,6,Landuse_2002.tif,0.0,0.0,0.01,0.16,0.08,0.01,0.74,2002
8,6,Landuse_2002.tif,0.08,0.0,0.02,0.19,0.0,0.02,0.68,2002
9,6,Landuse_2002.tif,0.0,0.0,0.0,0.51,0.02,0.02,0.45,2002
10,6,Landuse_2002.tif,0.03,0.01,0.04,0.27,0.0,0.25,0.4,2002
11,6,Landuse_2002.tif,0.5,0.02,0.06,0.0,0.0,0.08,0.34,2002
2,7,Landuse_2002.tif,0.16,0.08,0.15,0.0,0.0,0.08,0.53,2002
3,7,Landuse_2002.tif,0.05,0.03,0.05,0.16,0.0,0.21,0.49,2002
4,7,Landuse_2002.tif,0.0,0.01,0.01,0.3,0.02,0.15,0.52,2002
5,7,Landuse_2002.tif,0.0,0.0,0.0,0.3,0.08,0.03,0.58,2002
6,7,Landuse_2002.tif,0.0,0.0,0.0,0.17,0.37,0.0,0.45,2002
7,7,Landuse_2002.tif,0.0,0.0,0.0,0.27,0.22,0.03,0.48,2002
8,7,Landuse_2002.tif,0.01,0.0,0.0,0.34,0.01,0.24,0.41,2002
9,7,Landuse_2002.tif,0.1,0.0,0.03,0.09,0.0,0.3,0.48,2002
10,7,Landuse_2002.tif,0.19,0.01,0.01,0.09,0.0,0.34,0.37,2002
11,7,Landuse_2002.tif,0.53,0.03,0.05,0.0,0.0,0.06,0.33,2002
2,8,Landuse_2002.tif,0.04,0.04,0.04,0.0,0.0,0.04,0.83,2002
3,8,Landuse_2002.tif,0.13,0.03,0.06,0.0,0.0,0.03,0.75,2002
4,8,Landuse_2002.tif,0.18,0.02,0.02,0.03,0.0,0.3,0.46,2002
5,8,Landuse_2002.tif,0.19,0.05,0.07,0.13,0.01,0.22,0.34,2002
6,8,Landuse_2002.tif,0.0,0.0,0.01,0.32,0.17,0.17,0.33,2002
7,8,Landuse_2002.tif,0.06,0.07,0.06,0.03,0.0,0.46,0.32,2002
8,8,Landuse_2002.tif,0.15,0.05,0.04,0.04,0.0,0.44,0.29,2002
9,8,Landuse_2002.tif,0.12,0.02,0.02,0.3,0.0,0.26,0.27,2002
2,9,Landuse_2002.tif,0.03,0.03,0.06,0.01,0.0,0.05,0.81,2002
3,9,Landuse_2002.tif,0.57,0.02,0.01,0.0,0.0,0.02,0.39,2002
4,9,Landuse_2002.tif,0.66,0.02,0.04,0.01,0.0,0.08,0.18,2002
5,9,Landuse_2002.tif,0.36,0.02,0.03,0.01,0.0,0.35,0.23,2002
6,9,Landuse_2002.tif,0.18,0.01,0.03,0.06,0.0,0.46,0.26,2002
7,9,Landuse_2002.tif,0.28,0.06,0.1,0.02,0.0,0.19,0.35,2002
8,9,Landuse_2002.tif,0.55,0.05,0.03,0.0,0.0,0.0,0.38,2002
2,10,Landuse_2002.tif,0.1,0.01,0.02,0.24,0.01,0.09,0.53,2002
3,10,Landuse_2002.tif,0.48,0.02,0.01,0.1,0.01,0.03,0.35,2002
4,10,Landuse_2002.tif,0.74,0.01,0.01,0.0,0.0,0.02,0.21,2002
5,10,Landuse_2002.tif,0.75,0.01,0.03,0.0,0.0,0.01,0.2,2002
2,11,Landuse_2002.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2002
3,11,Landuse_2002.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2002
4,11,Landuse_2002.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.2,2002
2,12,Landuse_2002.tif,0.7,0.03,0.0,0.0,0.0,0.0,0.26,2002
3,12,Landuse_2002.tif,0.57,0.08,0.0,0.0,0.0,0.0,0.33,2002
4,12,Landuse_2002.tif,0.13,0.04,0.01,0.06,0.0,0.01,0.75,2002
2,13,Landuse_2002.tif,0.45,0.02,0.0,0.01,0.0,0.0,0.52,2002
6,0,Landuse_2003.tif,0.0,0.02,0.06,0.18,0.56,0.12,0.06,2003
7,0,Landuse_2003.tif,0.0,0.01,0.05,0.12,0.69,0.07,0.06,2003
10,0,Landuse_2003.tif,0.0,0.0,0.03,0.1,0.16,0.0,0.7,2003
3,1,Landuse_2003.tif,0.01,0.02,0.03,0.16,0.53,0.0,0.26,2003
4,1,Landuse_2003.tif,0.03,0.03,0.01,0.26,0.39,0.01,0.28,2003
